family,component_or_path,production_mechanism,production_evidence,twin_mechanism,twin_file,verdict_today,target_tier,controls,what_differs,fix_from_repo_alone,external_artifact_needed,lane
dcs,DCS KV Get/Evaluate (wire format),"grpc-gateway JSON, protobuf-bytes value, JWT bearer",payouts/pkg/dcs/client.go; goutils/dcs (proto message defs),"dcs-stub/server.py: hand-rolled proto3 encoder, byte-exact for the 7 payouts/CFA messages it knows, static bearer token",ENV2_COMPOSE/substitutes/dcs-stub/server.py,CONTRACT-FAITHFUL,CONTRACT-FAITHFUL SUBSTITUTE (dcs-stub wire bytes correct),"routing,approval,balance",Wire shape and seed content are correct for the 7 messages modeled; reachability question is addressed in the DCS client URL resolution row below (corrected to REAL-patched),yes,none,10
dcs,DCS client (goutils/dcs) URL resolution / reachability,Modes-based hardcoded env->host map in goutils/dcs@v1.7.3; ServerURL mostly dead for single-mode configs,goutils/dcs (client URL resolution logic),build/arena-patches module-replace patches GetContextUrl to return ARENA_DCS_URL for every call — both boot-time login context AND per-request Get/Patch/EnabledFeatures calls,"ENV2_COMPOSE/build/arena-patches/goutils-dcs-v1.7.3/dcs.go:111,180-186,192",REAL,"CONTRACT-FAITHFUL SUBSTITUTE (dcs-stub); keep substitute, document patch; real DCS optional","routing,approval,balance","CORRECTION: lane 10's own report and dcs-stub/CONTRACT.md claimed the patch only covers boot-time login and that per-request Get/Patch calls use a different, unpatched ctx that still resolves to the real hostname and fails (""DCS features silently resolve empty""). Verified directly against build/arena-patches/goutils-dcs-v1.7.3/dcs.go:111,180-186,192: GetContextUrl returns ARENA_DCS_URL for every call, so per-request DCS calls ARE reachable. Record DCS reachability as REAL-patched, not a residual gap.",yes,none,10
splitz,"Splitz Evaluate/EvaluateBulk (server-side eval callers, e.g. FTS)","Twirp JSON, per-merchant bucketing (server-side Evaluate RPC)","splitz/ (Evaluate/EvaluateBulk Twirp RPC, per lane10 §Production behaviour)","splitz-stub seeded lookup by (experiment_id|name, merchant_id), default_variant:""on"" fallback",ENV2_COMPOSE/substitutes/splitz-stub/server.py,CONTRACT-FAITHFUL,CONTRACT-FAITHFUL SUBSTITUTE; unseeded default should be off not on,"routing,approval","None found for server-side callers, aside from the same unseeded-default-""on"" issue documented elsewhere (lane 04)",yes,none,10
splitz,Splitz client-side eval path (payouts),"CORRECTED: production payouts uses SERVER-SIDE Evaluate — config/prod.toml:442 sets [splitz] client_side_eval=false — calling Splitz's Evaluate/EvaluateBulk Twirp RPC per (experiment, merchant); FetchDecisionContext/client-side hash-bucket eval is what default.toml/devstack.toml use (client_side_eval=true), not prod","payouts/config/prod.toml:442 (verified fact, supersedes this lane's own framing)","arena config template sets client_side_eval=true (mirroring default.toml, not prod), so payouts calls FetchDecisionContext, which splitz-stub always answers with {""experiments"": []} — every payouts Splitz experiment evaluates to its code-side default (typically off), regardless of Evaluate/EvaluateBulk seed data",ENV2_COMPOSE/config/templates/base/payouts/arena.toml (client_side_eval); ENV2_COMPOSE/substitutes/splitz-stub/server.py (_fetch_decision_context),INCORRECT,"CONTRACT-FAITHFUL SUBSTITUTE: arena client_side_eval=false; seeded Evaluate per (experiment, merchant); unseeded default ""off""; optionally implement FetchDecisionContext; real Splitz optional","routing,approval,fees,tenant","CORRECTED ROOT CAUSE: the fix is arena config (client_side_eval=false) + seeded Evaluate responses, NOT fixing/implementing FetchDecisionContext — production itself never relies on FetchDecisionContext for payouts (prod.toml:442 sets client_side_eval=false), so a stub that only gets FetchDecisionContext right is solving the wrong problem",yes,none,10
pricing,Governor rule-chain execution,"POST /v1/namespaces/:id/execute, dynamic JSON, govaluate rules; used only when ChargeCollectionsCallExperiment (Splitz) is on",payouts/internal/app/payouts/processor/payout_pricing.go:138-355,"None — ccSdk boots Mock=true, builds MockPayoutCalculator only, no HTTP client ever constructed",n/a,MISSING,N/A (bypassed by design; not reachable while experiment off),fees,Consistent with Governor path being conditional and currently unreachable anyway given the Splitz client-side-eval bug above — no fidelity loss from omitting it while the gating experiment can't turn on,yes,Charge-Collections-SDK's exact wire shape to Governor's /execute (vendored module unreadable in this sandbox),10
pricing,Pricing (/payouts_service/fetch_pricing_info),"API-monolith live handler, real pricing table lookup via DownstreamProcessor, differentiates by amount_range_min/max, channel, payouts_filter",api/database/migrations/2014_07_22_114552_create_pricing.php:19-144,"monolith-stub's _fetch_pricing_info: flat per-mode table from seeds/pricing.json, task-specified Rs2+18%GST flat across IMPS/NEFT/RTGS/UPI, no amount-range slabs, no absent-rule error path",ENV2_COMPOSE/substitutes/monolith-stub/server.py; ENV2_COMPOSE/seeds/pricing.json,REPRESENTATIVE,"CONTRACT-FAITHFUL SUBSTITUTE keyed by (plan_id, channel, method/mode, amount slab, fee_type)",fees,"Real production differentiates by amount_range_min/max, channel, payouts_filter, etc.; twin is intentionally flat (documented in seeds/pricing.json's own note) and never returns the error/code failure shape",yes,none,10
pricing,pricing-stub (separate container),n/a,n/a,"Reads the same seeds/pricing.json, answers /fetch_pricing_info",ENV2_COMPOSE/substitutes/pricing-stub/server.py,MISSING,dead code path; remove or document,none,"Dead code path — ccSdk never dials it (Mock=true, no host rendered)",yes,none,10
shield,Shield evaluate,"POST /v1/rules/evaluate/payout, allow/block/review, 200ms timeout, fail-open","payouts/ (shield-sdk client, per lane10 §Production behaviour)","shield-stub: fixture-driven rule matcher (eq/ends_with/starts_with/contains, one level of and), latency-injection env var",ENV2_COMPOSE/substitutes/shield-stub/server.py,CONTRACT-FAITHFUL,keep (needs latency/fault knobs),approval,None found,yes,real Shield rule catalogue (rule IDs/conditions for payout entity type) for a more representative stub,10
asv,ASV Account().GetByID,Native gRPC (protobuf framing) via goutils/account-service,goutils/account-service/account-service.go:1-90; payouts/pkg/account/client.go:15-28,asv-stub: stdlib http.server JSON,ENV2_COMPOSE/substitutes/asv-stub/server.py,INCORRECT,gRPC mock only if MerchantConfigViaAsvAndDcs is tested,"routing,tenant","Wrong wire protocol, not just wrong schema — cannot be reached by an unpatched binary at all; unreachable while the gating experiment is off (same Splitz client-side-eval issue), so currently dormant",partial,full accountv1.Account proto message (not present in this clone set) to resolve KYC-status field question,10
banking_accounts,"banking_account_service (business/KYC-ish details, Direct-account create)",Plain HTTP/JSON,banking-accounts/ (per lane10 §Production behaviour),"bankingaccounts-stub, correctly wired (arena.toml:279)",ENV2_COMPOSE/config/templates/base/payouts/arena.toml:279,CONTRACT-FAITHFUL,keep substitute; add routes only if onboarding flows are tested,tenant,Field-level contract not independently re-verified against payouts source this pass,yes,none,10
ups,UPS validate/account,"HTTP/JSON, real payments-upi",payments-upi/ (POST /v1/payments/validate/account),No stub at all; [ups] host deliberately points at an unroutable address,ENV2_COMPOSE/config/templates/base/payouts/arena.toml ([ups] host),MISSING,minimal stub or REAL (repo has compose) when UPI beneficiary flows are tested,tenant,Any FetchMappedVpa call fails fast; not exercised by golden flows per this lane's scope,yes,none,10
xas_x_account_statements,XAS read (GET /v1/account_statements),Real x-account-statements HTTP/JSON,x-account-statements/ (not in this lane's read list),No dedicated stub found wired to [xas] host in reviewed templates; xas-sink implements no such route,ENV2_COMPOSE/substitutes/xas-sink/server.py,MISSING,"see lane 11 / substitute contract (statement rows, UTR match)","reversal,repair",Unconfirmed either way this pass whether [xas] host value points anywhere live,partial,schema-only description of XAS's inbound event contract (queue names + payload shape),10
xas_x_account_statements,XAS write (XasEventDetails queue push),Would feed a real XAS ingestion pipeline,payouts/internal/config/config.go:282 (queue config key),"xas-sink: GET /health only, does not drain the queue",ENV2_COMPOSE/substitutes/xas-sink/server.py,MISSING,see lane 11 / substitute contract,none,"Events are pushed and never consumed in this arena, explicitly documented as such",partial,"real XAS ingestion contract (queue names, SQS vs Kafka, payload shape)",10
xas_x_account_statements,Statement ingestion (XAS<->Mozart<->bank),"Cron+Mozart-gateway multi-bank fetch, MySQL persist, dedupe","x-account-statements/internal/account_statements (ingestion cron, per lane11 §1)",None found in ENV2_COMPOSE,n/a,MISSING,"see lane 11 / substitute contract (statement rows, UTR match)","reversal,repair",No substitute exists at all,yes,"bank statement formats per bank (RBL base64 CSV, ICICI/YesBank/IDFC/Axis JSON) if bank-parsing logic itself is in scope",11
xas_x_account_statements,Statement -> payout enrichment matching (UTR/GRN/CMS),XAS enrich/service,x-account-statements/internal/account_statements/dual_write/service/service.go:141-162,None,n/a,MISSING,CONTRACT-FAITHFUL SUBSTITUTE (match-and-POST behaviour only),"reversal,repair",—,yes,none,11
xas_x_account_statements,banking_account_statement/payout_update (monolith local-reversal-on-FAILED trigger),"The actual 'return credit -> REVERSED' trigger for local/monolith payouts; called by both PS AND XAS's EnrichmentUpdate (both under a shared payouts_service-scoped credential, since no xas app-name exists in monolith allowlist)","x-account-statements/internal/gateway/api/service/service.go:34-35,108-127; api/app/Models/Payout/Core.php:10286-10361,10327-10467; api/app/Http/Route.php:19379-19382",None (ENV2_COMPOSE has no monolith BAS module),n/a,MISSING,REPRESENTATIVE SUBSTITUTE recommended (full monolith out of scope) — single most important missing mechanism for 'return credit -> REVERSED' scenario family on shared/legacy-monolith payouts,reversal,"Twin cannot reproduce return-credit-driven reversal for the shared/legacy-monolith payout family at all. CORRECTION: prior report (08_downstream_admin.md) undersold this as 'observe only, no payout-status-mutating RPC' — it IS the production input to a real status-mutating handler that conditionally creates a Reversal and can flip a FAILED local payout to REVERSED; also, XAS itself (not just PS) is a confirmed live caller of this route",yes,"sanitized dump of internalBasicAuthAppConfigs/applications_v2 config entries whose name resolves to payouts_service, confirming whether XAS's client-id is among them",11
payouts_service,UpdatePayoutAfterBASRecon (PS mirror),PS-side equivalent of the monolith BAS-recon reversal trigger,payouts/ (per lane11 §1),None found in ENV2_COMPOSE substitutes,n/a,MISSING,"REPRESENTATIVE SUBSTITUTE recommended, for PS-owned payouts","reversal,repair",Twin's PS substitute has no equivalent route,yes,none,11
payouts_service,PS SLA/stuck monitors,"Metrics-only, TiDB-sourced, excludes 'initiated' state entirely (MonitorPayoutsSLABreaches, MonitorStuckPayoutsByStatus/MonitorScheduledStuckPayouts scoped to batch_submitted/create_request_submitted/scheduled)","payouts/internal/app/payouts/core.go:9891-9971,10327-10467; payouts/config/prod.toml:797-826",Verifier V16 ('stuck-initiated'),ENV2_COMPOSE/verifier/verifiers/test_v16*.py,INCORRECT,"REAL is trivial (metrics-only, no side effects) once twin also encodes that initiated is NOT monitored",none,Production has no job comparing/monitoring initiated payouts at all; twin's V16 tests a stronger invariant than prod enforces — fine as a twin quality bar but must not be presented as reproducing a production safety net,yes,none,11
fts,FTS check_transfer_status / status-check polling,"Config-driven backoff schedule, mutex-guarded","fts/internal/transfer/attempt_processor.go:2366,2422,2600,2650,2742,7083,7131,7495 (StepConfig/OperationRetry)","ENV2_COMPOSE/scripts/cron-driver/driver.py (assumed jobs, per lane brief)",ENV2_COMPOSE/scripts/cron-driver/driver.py,REPRESENTATIVE,"CONTRACT-FAITHFUL SUBSTITUTE, blocked from REAL-level fidelity by unresolved per-mode backoff-table gap",transfer_state,"Twin's cadence is 'assumed', not derived from the actual per-mode StepConfig/OperationRetry tables (not fully extracted this pass)",partial,"resolved (post-merge) TOML config for one representative prod cell, or a go run dump of the parsed StepConfig structs",11
fts,FTS retry-preprocessor (XAS-statement-gated anti-double-debit check),Blocks/allows retry based on XAS statement debit/credit presence,"fts/internal/transfer (retry-preprocessor, per lane11 §2b)",None found,n/a,MISSING,"CONTRACT-FAITHFUL SUBSTITUTE recommended, depends only on the XAS substitute existing","reversal,repair",This is a materially important safety mechanism for the 'failure->retry' flow with no twin equivalent,yes,none (depends on XAS substitute),11
recon_art,recon/ART Kafka dispatcher -> FTS /v1/attempts/:action / reconcile,"Human-gated, config-driven generic HTTP dispatch","recon/ (dispatcher, per lane11 §2c)",None,n/a,MISSING,verifier-driven direct calls to FTS ART routes (REAL routes) for Env 4,"reversal,repair",Deserves at least a protocol-faithful substitute for Env4; exact workflow_configs rows are UNKNOWN-BLOCKED,partial,schema-only export of the workflow_configs table (column list + a handful of anonymized example rows),11
api_monolith,"Admin manual_action (PS), manual/status[/batch] (monolith), retry, monolith auto_expire",Per §3 of lane11; admin/repair routes across PS and monolith,"api/app (admin/repair routes, per lane11 §3); payouts/internal/controllers/adminClientController.go",None found (PS's twin substitute implements only its own routes); UNKNOWN whether PS's twin substitute implements /manual_action//retry — not verified against ENV2_COMPOSE substitute source this pass,n/a,MISSING,"REPRESENTATIVE SUBSTITUTE recommended; preconditions/effects fully specced, low-complexity to reproduce","approval,repair,payout_state,transfer_state",MISSING for the monolith-side routes; UNKNOWN for PS's own substitute,partial,none — verify against PS substitute source (in-repo),11
recon_art,Alert invariants (FTS webhook-failure aggregates; PS stuck-payout alerts),Aggregates work; IDFC/IMPS+xpayroll stuck alerts appear NON-FUNCTIONAL in prod (query a Prometheus label combination the current payouts_service_stuck_payouts_count metric never emits),"alert-rules/rules/prod-rules/payouts_rules.yaml:2222-2269; payouts/internal/metric/metric.go:1014-1021; payouts/internal/app/payouts/core.go:10363,10374,10379,10447,10458,10463",None (twin has no alerting layer per lane brief),n/a,CONTRACT-FAITHFUL,"document, don't build — the absence is itself the correct invariant to copy",none,"A twin should not implement a working per-payout 'stuck initiated' alert if production doesn't have one, or if it does, it should be flagged as exceeding production fidelity, not matching it; new evidence suggests the two named alert rules may be non-functional in production today",partial,"confirmation (live Prometheus query / Grafana panel) that no other emitter produces payouts_service_stuck_payouts_count{status=""non_terminal"",...}",11
payouts_service,payouts api,"k8s Deployment, args [api], 10 replicas + canary/baseline, envFrom secretRef payouts",kube-manifests/templates/payouts/templates (api Deployment),"payouts-api compose service, single instance",ENV2_COMPOSE/docker-compose.yml,CONTRACT-FAITHFUL,REAL,"routing,auth",No canary/baseline/HPA in twin (expected for single-node arena); replica count irrelevant to contract,yes,none,12
payouts_service,payouts workers (24 roles),"One Deployment per PAYOUTS_WORKER_NAME, k8s HPA per role",kube-manifests/templates/payouts/templates/*-live.yaml,14 of 24 modeled 1:1 by name,ENV2_COMPOSE/docker-compose.yml,CONTRACT-FAITHFUL,"REAL — add the 10 missing worker roles (batch_submitted_merchants, bulk_payouts, fmp_check, fmp_initiate, data_consistency_checker, data_consistency_event, mail_and_sms_event, payout_usage_event_processing, rbl_banking_account_statement, update_source_event)","payout_state,transfer_state,repair","Twin omits data_consistency_checker, data_consistency_event, fmp_check, fmp_initiate, batch_submitted_merchants, bulk_payouts, mail_and_sms_event, payout_usage_event_processing, rbl_banking_account_statement, update_source_event — fmp_check/initiate directly move CA funds; data-consistency workers detect state drift; not cosmetic omissions",yes,none,12
payouts_service,payouts kafka consumers,"2 Deployments, PAYOUTS_CONSUMER_TASK_NAME env",kube-manifests/templates/payouts/templates (kafka consumer Deployments),2 compose services (payouts-kafka x2),ENV2_COMPOSE/docker-compose.yml,REAL,REAL,"idempotency,transfer_state",Matches 1:1,yes,none,12
fts,fts topology,"157+1 live worker roles + 1 web, per-bank-per-rail fan-out with per-queue-key concurrency config (e.g. icici::initiate_transfer=45 vs axis::initiate_transfer=1)",fts config/worker_queue_map (per lane12 §),"fts-web + 12 fts-worker-* (default, initiate-transfer, check-transfer-status, register-beneficiary, verify-beneficiary, retry-transfer(+preprocessor+source-update), fire-transfer-status-webhook, rbl::{check,direct-imps-check,initiate,direct-imps-initiate})",ENV2_COMPOSE/docker-compose.yml (fts-worker-* services),REPRESENTATIVE,REAL — add workers for any additional bank,"routing,transfer_state","Twin collapses ~157 bank/rail-specific queues into ~12 generic ones; no per-bank concurrency map, no axis/icici/idfc/yesbank/slice/amazon-pay/ocbc-specific workers",yes,none,12
ledger,ledger topology (scheduler role),"ledger web + account-create/balance-update/journal-create/entry-details-create workers (each x4 variants) + scheduler CronJob (split-account-balance-update, */10 min)",kube-manifests/templates/ledger (scheduler CronJob manifest),ledger-api/ledger-worker/ledger-scheduler (naming per lane brief),ENV2_COMPOSE/docker-compose.yml,CONTRACT-FAITHFUL,REAL,balance,"Prod's scheduler role is a CronJob (runs-to-completion every 10 min), not a long-running Deployment — mechanism, not just cadence, differs if twin runs it continuously (not independently verified which the twin does)",partial,none — verify twin's own docker-compose.yml ledger-scheduler service definition,12
cfa,cfa topology,"cfa web(+canary+baseline) + cfa-worker-fa/cfa-worker-contact, no active cron",kube-manifests/templates/cfa,cfa-server/worker-contact/worker-fa,ENV2_COMPOSE/docker-compose.yml,REAL,REAL,tenant,Exact structural match; only replica/HPA counts differ (expected),yes,none,12
x_balances,x-balances topology,"web(+canary+baseline) + 5 per-bank worker families (rbl/icici/yesbank/axis/idfc balance-fetch), 3 ports (grpc/http/internal)",kube-manifests/templates/x-balances,xbalances-server/xbalances-worker (1 worker),ENV2_COMPOSE/docker-compose.yml,REPRESENTATIVE,REAL (1 worker vs 5 per-bank families),"routing,balance",Twin has no per-bank fan-out; a single worker cannot represent bank-specific fetch cadence/failure modes,yes,none,12
stork,stork topology,"stork-api + stork-sms-worker + stork-webhook-worker (each with p1/p2/dlq/canary/baseline), 2-3 CronJobs",kube-manifests/templates/stork,stork-capture substitute,ENV2_COMPOSE/substitutes/stork-capture/server.py,REPRESENTATIVE,keep substitute; add duplicate/delay/drop knobs,merchant_visible_state,"Twin has no worker fan-out or cron at all (by design — it's a capture stub); necessarily representative since stork is a shared notification platform, not payouts-specific",yes,none,12
mozart,mozart topology,"web(70)+canary(7)+baseline(7), worker (scaled to 0), image tag resolved via Spinnaker parameter",kube-manifests/templates/mozart; spinacode/v3/payouts/prod,mozart-sim (REAL clone build CONFIRMED BLOCKED — private module github.com/razorpay/integrations-utils unbuildable),ENV2_COMPOSE/substitutes/mozart-sim/server.py,REPRESENTATIVE,CONTRACT-FAITHFUL SUBSTITUTE per substitute-contracts/mozart-sim.md; REAL blocked by private modules,"transfer_state,reversal",Twin cannot exercise real Mozart bank-gateway logic at all — the highest-stakes substitute in the whole lane,no,"private Go module github.com/razorpay/integrations-utils (credential/access), if real Mozart is ever pursued",12
dcs,dcs topology,"dcs-server (v1+v2-proxy migration, 6 variants) + dcs-consumer + dcs-dynamo-cdc-worker",kube-manifests/templates/dcs,dcs-stub,ENV2_COMPOSE/substitutes/dcs-stub/server.py,REPRESENTATIVE,keep substitute; document patch; real DCS (DynamoDB-local + MySQL + Kafka) optional,"routing,approval,balance","No v1/v2-proxy distinction, no CDC path",yes,none,12
splitz,splitz topology,"web(50)+canary(10)+baseline(10)+shadow(0) + splitz-worker(2) + splitz-mcp(1, port 9400)",kube-manifests/templates/splitz,splitz-stub,ENV2_COMPOSE/substitutes/splitz-stub/server.py,REPRESENTATIVE,"CONTRACT-FAITHFUL SUBSTITUTE: arena client_side_eval=false; seeded Evaluate per (experiment, merchant); unseeded default off; real Splitz (compose+MySQL seed) optional","routing,approval,fees,tenant,idempotency","Twin has no experiment-assignment logic, no MCP role at all — experiment/feature-flag bucketing affects almost every service in this lane (payouts alone reads 38 experiment IDs); splitz is the one supporting-service substitute worth upgrading above representative",yes,none,12
workflow_service,workflows topology,"web(5)+worker(5)+worker-asl(2, distinct image)",kube-manifests/templates/workflows,Not in the twin's core/substitute list at all,n/a,MISSING,REAL (Cassandra + Cadence + MySQL + api + workers) when approval family in scope; else contract per substitute-contracts/workflow-service.md,approval,No ASL/state-machine path modeled; payouts calls workflow.host with a 100ms timeout — a real approval gate,yes,none,12
banking_accounts,banking-account topology,"2+1+1 replicas, image banking-accounts:*","kube-manifests/prod/banking-account/values.yaml:3,31",bankingaccounts-stub,ENV2_COMPOSE/substitutes/bankingaccounts-stub/server.py,REPRESENTATIVE,keep substitute; add routes only if onboarding flows are tested,tenant,"Expected for a stub; CORRECTION: k8s namespace/Deployment/service name is banking-account (singular), only the image tag is banking-accounts: (plural)",yes,none,12
xas_x_account_statements,x-account-statements topology,web(2+1+1) + 7 distinct worker roles (fetch/ybl-fetch/statement-save/enrichment/source-event/statement-cdc/accounts-cdc),kube-manifests/templates/x-account-statements,xas-sink,ENV2_COMPOSE/substitutes/xas-sink/server.py,REPRESENTATIVE,"see lane 11 / substitute contract (statement rows, UTR match)","reversal,repair",No CDC or enrichment path,yes,none,12
batch,batch topology,"web + 7 sqs role variants (2 with swapped file-name/args, a repo-level bug)",kube-manifests/templates/batch,Not modeled (not in twin's 67-service list),n/a,MISSING,CONTRACT-FAITHFUL SUBSTITUTE (thin driver) per substitute-contracts/batch-service.md,"idempotency,approval",Likely acceptable — no payouts-named batch queue found,yes,none,12
api_monolith,api monolith payout-relevant workers,"~45 SQS/Kafka Deployments (dual-write, post-create, source-updater, queued/scheduled/on-hold dispatch, FMP, banking-account-statement processor/recon, fts liaison)",kube-manifests/templates/api (45 payout-relevant worker Deployments),monolith-stub (one substitute process),ENV2_COMPOSE/substitutes/monolith-stub/server.py,REPRESENTATIVE,"CONTRACT-FAITHFUL SUBSTITUTE — direct PS-DB read, corrected route contracts, FTS create body, 1s timeout/async fallback, stateful credits, balance-freshness update, plus an ingress module; split role-differentiated substitutes if consistency tests in scope","auth,tenant,approval,routing,balance,payout_state,idempotency,reversal,repair,fees","One stub process cannot represent ~45 independently-scaled, independently-failing consumer roles that constitute the other half of every payout/fund-account/contact dual-write — the mechanism by which the legacy monolith and payouts microservice stay in sync; this is the single largest fidelity gap identified in this lane",partial,none for the gap itself (design/build effort); see lane 01/02's own external-artifact asks for the underlying route contracts,12
cron_fastcron,Queue naming convention,"prod-<svc>-<job>-live convention, DLQs at the AWS resource level (not in app config except ledger's kafka DLQ topics)",payouts/config/prod.toml:184-185 (queue names),"short unprefixed names, config and seed script agree with each other",ENV2_COMPOSE/seeds/localstack/init-queues.sh:29-30; ENV2_COMPOSE/config/templates/base/payouts/arena.toml:417-418,CONTRACT-FAITHFUL,rename to match prod convention for literal-name parity,none,"CORRECTION: twin's queue names (stage-x-balances-balance-refresh-live / stage-x-balances-payouts-event) are stage-flavored and slightly misspelled relative to both stage and prod conventions (prod uses prod-x-balances-balance-refresh-live / prod-x-balances-payout-event, singular 'payout'); if any synthetic-config generator cross-checks queue names against a prod export, it will falsely flag every queue as wrong — twin should document names are deliberately re-mapped, not missing",yes,none,12
cron_fastcron,FastCron / payouts cron,"21 HTTP routes, external SaaS-scheduled",payouts/internal/routing/router/cron_routes.go (21 routes),6 jobs on fixed 300s/900s intervals via cron-driver,ENV2_COMPOSE/scripts/cron-driver/driver.py,REPRESENTATIVE,"fix paths, add batch_submitted + fund_management_payouts/check, label cadence ASSUMED until FastCron export","payout_state,balance,repair","Twin is missing fund_management_payouts/check, process_batch_submitted_payouts, and several admin/maintenance routes; cadences are guesses, correctly labeled as such (self-flagged UNVERIFIED by twin's own docs)",yes,FastCron dashboard schedule export (21 payouts /v1/cron/* routes),12
