id,kind,label,owner_domain,criticality,fidelity,twin_ref,repo,sha,identity_model,build,health,fidelity_evidence,confidence,lanes,source_refs
route:payouts/POST /v1/payouts,route,POST /v1/payouts -> PayoutService.PostFundAccountPayout (wrapped in IdempotencyKey),payouts,P0,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow) + passport[private, proxy, privilege]",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_routes.go:17-103;payouts/internal/routing/router/payout_routes.go:39-47;payouts/internal/routing/middleware/idempotency_key.go:59-95
route:payouts/POST /v1/payouts/balance_update_event,route,POST /v1/payouts/balance_update_event -> PayoutService.HandleBalanceChangeEvent,payouts,P0,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/banking_account_statement/payout_update,route,"payouts UpdatePayoutAfterBASRecon: payout → transaction_id=bas_id (idempotent; shouldSkipUpdateDueToMismatch utr/grn/cms); payout_reversal → create reversal + EventReversed if failed, else stamp reversal; mail/SMS; NO ledger",payouts,P0,real_source_running,real payouts binary,repo:payouts,4bf3dbf9,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,money-and-statements;payouts-core,"payouts/internal/routing/router/payout_internal_routes.go:126-133;payouts/internal/app/payouts/core.go:7203-7395,9800-9887;payouts/internal/routing/router/payout_internal_routes.go:12-190"
route:payouts/POST /v1/payouts/batch/process,route,POST /v1/payouts/batch/process,payouts,P1,real_source_running,served by the real payouts-api binary in the arena,,,the same handler behind the seven-credential internal BasicAuth group,,,"Route exists in the running twin; only its CALLERS (batch, WFS, monolith ingress) are missing",confirmed,identity-ingress;payouts-core,payouts/internal/routing/router/payout_internal_routes.go:111-116;payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/bene_bank_status_update,route,POST /v1/payouts/bene_bank_status_update -> PayoutService.HandleBeneBankStatusUpdate,payouts,P1,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/bulk,route,POST /v1/payouts/bulk,payouts,P0,real_source_running,served by the real payouts-api binary in the arena,,,"middleware.BasicAuth(cred.API, cred.Workflow) (:16) + middleware.PassportAuthentication([]string{}) (:18) -- the EMPTY supportedAuths slice disables the auth-type check entirely (internal/routing/middleware/passport.go:157-162), so any legacy auth type is accepted. No middleware.IdempotencyKey wrapper.",,,"Route exists in the running twin; only its CALLERS (batch, WFS, monolith ingress) are missing",confirmed,identity-ingress;payouts-core,payouts/internal/routing/router/payout_internal_routes_with_passport.go:13-35
route:payouts/POST /v1/payouts/bulk/validate,route,POST /v1/payouts/bulk/validate,payouts,P1,real_source_running,served by the real payouts-api binary in the arena,,,middleware.BasicAuth(cred.API) only (:17) + PassportAuthentication([LegacyAuthTypeProxy]) (:18),,,"Route exists in the running twin; only its CALLERS (batch, WFS, monolith ingress) are missing",confirmed,identity-ingress;payouts-core,payouts/internal/routing/router/payout_bulk_routes.go:13-29;payouts/internal/app/payouts/service.go:1153-1210
route:payouts/POST /v1/payouts/cancel_payout/:payout_id,route,POST /v1/payouts/cancel_payout/:payout_id -> PayoutService.CancelPayout,payouts,P0,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow) + passport[private, proxy, privilege]",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_routes.go:17-103
route:payouts/POST /v1/payouts/consistency_checker,route,POST /v1/payouts/consistency_checker -> PayoutService.InitiateDataConsistencyChecker,payouts,P1,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/duplicate_payout_evaluate,route,POST /v1/payouts/duplicate_payout_evaluate -> PayoutService.DuplicatePayoutEvaluate,payouts,P1,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/elasticsearch/backfill_index,route,POST /v1/payouts/elasticsearch/backfill_index -> PayoutService.BackfillElasticsearchIndex,payouts,P2,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/free_payout_migration,route,POST /v1/payouts/free_payout_migration -> AdminClient.MigrateFreePayout,payouts,P2,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/internal_contact_payout,route,POST /v1/payouts/internal_contact_payout -> PayoutService.PostFundAccountPayout,payouts,P1,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow) + passport[private, proxy, privilege]",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_routes.go:17-103
route:payouts/POST /v1/payouts/manual_action,route,POST /v1/payouts/manual_action,payouts,P1,real_source_running,served by the real payouts-api binary in the arena,,,"seven-credential internal BasicAuth group, no passport",,,"Route exists in the running twin; only its CALLERS (batch, WFS, monolith ingress) are missing",confirmed,identity-ingress;payouts-core,payouts/internal/routing/router/payout_internal_routes.go:20-25;payouts/internal/controllers/adminClientController.go:267-300;payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/on_hold/process,route,POST /v1/payouts/on_hold/process -> PayoutService.ProcessDispatchForOnHoldPayouts,payouts,P0,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/payout_internal,route,POST /v1/payouts/payout_internal -> PayoutService.FundAccountPayout (IdempotencyKey),payouts,P1,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/payouts_internal,route,POST /v1/payouts/payouts_internal -> PayoutService.PostFundAccountPayout,payouts,P1,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow) + passport[private, proxy, privilege]",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_routes.go:17-103
route:payouts/POST /v1/payouts/payouts_internal/:payout_id/approve,route,POST /v1/payouts/payouts_internal/:payout_id/approve -> PayoutService.ApprovePayout,payouts,P0,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/payouts_internal/:payout_id/reject,route,POST /v1/payouts/payouts_internal/:payout_id/reject -> PayoutService.RejectPayout,payouts,P0,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/payouts_internal/{payout_id}/approve,route,POST /v1/payouts/payouts_internal/{payout_id}/approve,payouts,P0,real_source_running,served by the real payouts-api binary in the arena,,,"middleware.BasicAuth(cred.API, cred.Workflow, cred.Xperience, cred.FTS, cred.VendorPayments, cred.Settlements, cred.Irctc) + DatabaseConnection. NO PassportAuthentication (TODO at :15) and NO merchant scoping -- any of the seven internal credentials may approve any payout id.",,,"Route exists in the running twin; only its CALLERS (batch, WFS, monolith ingress) are missing",confirmed,identity-ingress,"payouts/internal/routing/router/payout_internal_routes.go:14-18,69-74;payouts/internal/app/payouts/core.go:5026-5163"
route:payouts/POST /v1/payouts/payouts_internal/{payout_id}/reject,route,POST /v1/payouts/payouts_internal/{payout_id}/reject,payouts,P0,real_source_running,served by the real payouts-api binary in the arena,,,"same seven-credential BasicAuth group, no passport",,,"Route exists in the running twin; only its CALLERS (batch, WFS, monolith ingress) are missing",confirmed,identity-ingress,"payouts/internal/routing/router/payout_internal_routes.go:75-80;payouts/internal/app/payouts/core.go:5065-5106,5201-5221"
route:payouts/POST /v1/payouts/retry,route,POST /v1/payouts/retry -> PayoutService.RetryPayouts,payouts,P0,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/retry/source_update,route,POST /v1/payouts/retry/source_update -> PayoutService.RetryPayoutSourceUpdate,payouts,P1,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/rzp_fees_payout,route,POST /v1/payouts/rzp_fees_payout -> PayoutService.PostFundAccountPayout (fee-recovery payout),payouts,P1,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/scheduled/process,route,POST /v1/payouts/scheduled/process -> PayoutService.InitiateScheduledPayouts,payouts,P0,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/set_pricing_rule_info,route,POST /v1/payouts/set_pricing_rule_info -> PayoutService.SetRedisKeyForPricingRule,payouts,P1,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/shield/evaluate,route,POST /v1/payouts/shield/evaluate -> PayoutService.EvaluatePayoutShieldRules,payouts,P1,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/transfer_status_webhook,route,POST /v1/payouts/transfer_status_webhook -> PayoutService.HandleTransferStatusWebhookForPayout,payouts,P0,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/payouts/translate_account_number_to_balance_id,route,POST /v1/payouts/translate_account_number_to_balance_id -> PayoutService.TranslateAccountNumberToBalanceId,payouts,P2,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow) + passport[private, proxy, privilege]",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_routes.go:17-103
route:payouts/POST /v1/payouts/update_payouts_details_with_fts,route,POST /v1/payouts/update_payouts_details_with_fts -> PayoutService.HandlePayoutDetailsUpdateViaFTS,payouts,P0,real_source_running,compose payouts-api,,,"service BasicAuth(api, workflow, xperience, fts, vendorpayments, settlements, irctc)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_internal_routes.go:12-190
route:payouts/POST /v1/workflow/state,route,POST /v1/workflow/state,payouts,P0,real_source_running,served by the real payouts-api binary in the arena,,,"middleware.BasicAuth(cred.Workflow, cred.API) + DatabaseConnection; no passport",,,"Route exists in the running twin; only its CALLERS (batch, WFS, monolith ingress) are missing",confirmed,identity-ingress;payouts-core,"payouts/internal/routing/router/workflow_routes.go:12-24;payouts/internal/app/workflow/stateMap/internalDtos/state_map_api_create.go:5-30;payouts/internal/routing/router/workflow_routes.go:12-32;payouts/pkg/workflow/workflow_create.go:23-25,276-307"
route:payouts/POST /v2/payouts,route,POST /v2/payouts -> PayoutService.FundAccountPayout (IdempotencyKey),payouts,P0,real_source_running,compose payouts-api,,,"service BasicAuth(api) + passport[private, proxy, privilege]",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_routes_v2.go:14-47
route:payouts/POST /v2/payouts/internal_contact_payout,route,POST /v2/payouts/internal_contact_payout -> PayoutService.FundAccountPayout,payouts,P1,real_source_running,compose payouts-api,,,"service BasicAuth(api) + passport[private, proxy, privilege]",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_routes_v2.go:14-47
route:payouts/POST /v2/payouts/payouts_internal,route,POST /v2/payouts/payouts_internal -> PayoutService.FundAccountPayout,payouts,P1,real_source_running,compose payouts-api,,,"service BasicAuth(api) + passport[private, proxy, privilege]",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/payout_routes_v2.go:14-47
route:payouts/PUT /v1/admin/merchant-configuration,route,PUT /v1/admin/merchant-configuration -> MerchantConfigurationService.UpdateMerchantConfiguration,payouts,P1,real_source_running,compose payouts-api,,,service BasicAuth(merchantconfiguration),,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/merchant_configuration_routes.go:10-28
route:payouts/PUT /v1/cron/elasticsearch/mapping,route,PUT /v1/cron/elasticsearch/mapping -> ElasticsearchService.ExecutePutMapping,payouts,P2,real_source_running,compose payouts-api,,,service BasicAuth(fastcron),,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/cron_routes.go:12-198
route:payouts/PUT /v1/cron/log_sampling,route,PUT /v1/cron/log_sampling -> LogSampler.SetLogSamplingRates,payouts,P2,real_source_running,compose payouts-api,,,service BasicAuth(fastcron),,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/cron_routes.go:12-198
route:payouts/PUT /v1/cron/merchant_configuration,route,PUT /v1/cron/merchant_configuration -> MerchantConfigurationService.UpdateMerchantConfiguration,payouts,P1,real_source_running,compose payouts-api,,,service BasicAuth(fastcron),,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/cron_routes.go:12-198
route:payouts/PUT /v1/elasticsearch/mapping,route,PUT /v1/elasticsearch/mapping -> ElasticsearchService.ExecutePutMapping,payouts,P2,real_source_running,compose payouts-api,,,service BasicAuth(api),,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/elasticsearch_internal_routes.go:12-49
route:payouts/PUT /v1/fund-management-payout/balance-config/merchants/:merchant_id,route,PUT /v1/fund-management-payout/balance-config/merchants/:merchant_id -> FundManagementPayout.SetConfig,payouts,P1,real_source_running,compose payouts-api,,,"service BasicAuth(api, fastcron)",,,served by the real payouts-api binary (ENV2_COMPOSE/docker-compose.yml:443),confirmed,payouts-core,payouts/internal/routing/router/fund_management_payout_admin_routes.go:14-31
route:recon/POST /workflow_file,route,"ART RX-workflow file upload -- registered in recon PUBLIC routes, i.e. the auth decorator is BYPASSED (c.PUBLIC_ROUTE). This is the entry point whose rows end up driving FTS attempt reconciles and monolith internal/{id}/reconcile calls. An edge-JWT-protected twin POST /workflow_file_upload exists separately, and the monolith proxies recon/service/workflow_file_upload.",recon,P0,graph_only,,repo:recon,6974fec,NONE on /workflow_file (public route); edge passport JWT on /workflow_file_upload,,,,confirmed,money-and-statements,recon/app/web/routing/public_routes.py:14-26;recon/app/web/routing/routes.py:35;recon/app/web/routing/auth.py:153;recon/app/web/routing/api_edge_routes.py:167;api/app/Http/Route.php:4908-4910;recon/app/web/services/upload/dashboard_upload.py:329-407
route:shield/POST /v1/rules/evaluate/payout,route,"PayoutEvaluateRequest{merchant_id,entity_type='payout',entity_id,rulesets(nil),skip_default_execution(false),input:{PayoutID,Mode,AccountNumber,MerchantID,Purpose,...}} -> {action:allow|block|review,triggered_rules,status_code}",shield,P0,high_fidelity_replacement,sub:shield-stub,,,identity:shield-basic-auth:payouts,,,,confirmed,external-config-deploy,shield-sdk/rule_evaluation/service.go:88-126;shield-sdk/constants/rule_evaluation.go:4;shield-sdk/constants/http.go:13-15;payouts/pkg/shield/shield_payout_rule_evaluate.go
route:splitz/POST /twirp/rzp.splitz.evaluate.v1.EvaluateAPI/Evaluate,route,"EvaluateRequest{id(=merchant id),experiment_id|experiment_name,request_data,track_impression} -> {id,project_id,experiment{...},variant{name,variables:[{key:'result',value:'on'|'off'}]},Reason,steps}",splitz,P1,high_fidelity_replacement,sub:splitz-stub,,,identity:splitz-basic-auth:payouts,,,,confirmed,external-config-deploy,goutils/splitz/client.go;payouts/pkg/splitz/client.go:149-161
route:splitz/POST /twirp/rzp.splitz.evaluate.v1.EvaluateAPI/EvaluateBulk,route,bulk_evaluate[] -> bulk_evaluate_response[],splitz,P2,high_fidelity_replacement,sub:splitz-stub,,,identity:splitz-basic-auth:payouts,,,,confirmed,external-config-deploy,goutils/splitz/client.go
route:splitz/POST /twirp/rzp.splitz.evaluate.v1.EvaluateAPI/FetchDecisionContext,route,"whole-experiment fetch used only when client_side_eval=true (prod.toml:442 sets it false, and so does the arena)",splitz,P2,behavioural_placeholder,sub:splitz-stub (returns {experiments: []}),,,identity:splitz-basic-auth:payouts,,,,confirmed,external-config-deploy,goutils/splitz/client.go;payouts/config/prod.toml:442
route:stork/INGRESS stork-karix-email-callback-ext /email/callback/karix,route,the only Stork ingress with an IP allow-list (stork-karix-ip-allowlist); the other 21 delivery-callback IngressRoutes on stork-ext.razorpay.com carry headers-common only,stork,P0,graph_only,,,,,,,the twin has no Traefik and no ipWhiteList middleware: the FastCron network boundary that protects /v1/cron/* in production is NOT reproduced -- cron-driver reaches payouts-api with the FastCron credential alone,confirmed,external-config-deploy,kube-manifests/templates/stork/templates/middleware.yaml;kube-manifests/templates/stork/templates/ing-v2.yaml
route:stork/POST /twirp/rzp.stork.email.v1.EmailAPI/Send,route,same family plus to/cc/bcc/attachments/subject,stork,P2,behavioural_placeholder,sub:stork-capture (log+store only),,,identity:stork-basic-auth:payouts,,,,confirmed,external-config-deploy,proto/stork/email/v1/email_api.proto:14-26;payouts/pkg/stork/email.go:93
route:stork/POST /twirp/rzp.stork.sms.v1.SMSAPI/Send,route,"SendRequest{service,owner_id,owner_type,org_id,context,sender,destination,template_name,template_namespace,language,content_params,preferred_gateway,delivery_callback_requested}",stork,P2,behavioural_placeholder,sub:stork-capture (log+store only),,,identity:stork-basic-auth:payouts,,,,confirmed,external-config-deploy,proto/stork/sms/v1/sms_api.proto:42-56;payouts/pkg/stork/sms.go:73-95
route:stork/POST /twirp/rzp.stork.webhook.v1.WebhookAPI/Create,route,"register a merchant webhook: {webhook:{service,owner_id,owner_type,url,secret(5-255),subscriptions[{eventmeta:{name}}],request_headers,alert_email,context}}; max 30 webhooks/owner",stork,P1,high_fidelity_replacement,sub:stork-capture,,,identity:stork-basic-auth:payouts,,,,confirmed,external-config-deploy,"proto/stork/webhook/v1/webhook_api.proto:17,50-56;stork/docs/api-reference.md:279-324"
route:stork/POST /twirp/rzp.stork.webhook.v1.WebhookAPI/List,route,list webhooks for an owner,stork,P2,high_fidelity_replacement,sub:stork-capture,,,identity:stork-basic-auth:payouts,,,,confirmed,external-config-deploy,proto/stork/webhook/v1/webhook_api.proto
route:stork/POST /twirp/rzp.stork.webhook.v1.WebhookAPI/ProcessEvent,route,"fan out one Event to every matching Subscription; req {event:{id,created_at,service,owner_id,owner_type,context,name,payload,entity_id}} -> resp {event}",stork,P0,high_fidelity_replacement,sub:stork-capture,,,identity:stork-basic-auth:payouts,,,,confirmed,external-config-deploy,proto/stork/webhook/v1/webhook_api.proto:26-27;stork/internal/webhook/server.go:297-329;payouts/pkg/stork/process_event.go:113-149
route:ups/POST /v1/payments/validate/account,route,"VpaMapperRequestBody{entity,value} -> {vpa,success,customer_name}; header X-Origin: payouts unmasks the plaintext VPA",ups,P2,graph_only,,,,identity:ups-basic-auth:payouts,,,,confirmed,external-config-deploy,payouts/pkg/upiService/vpa_mapper.go:18-83;payments-upi/internal/app/validate/server.go:60;payments-upi/internal/app/validate/processor/response.go:64
route:ups/POST /v1/payments/validate/vpa,route,real VPA-existence validation against the UPI network (Mozart/Integrations-UPI),ups,P2,graph_only,,,,identity:ups-basic-auth:payouts,,,,confirmed,external-config-deploy,payments-upi/internal/app/validate/server.go:91
route:validx/GET /v1/internal/validations/{id},route,fetch/poll one validation,validx,P2,graph_only,,,,identity:validx-basic-auth:api-monolith,,,,confirmed,external-config-deploy,ValidX/internal/api_controller/validation/server/server.go:390
route:validx/POST /v1/internal/validations,route,"CreateValidation{merchant_id,balance_id,fund_account{bank_account|vpa},pricing_info,validation_type,amount,reference_id,notes,validation_method,fav_type,source_account_number,currency} -> {id,status,amount,currency,error_code,account_status,registered_name,validation_method,name_match_score,utr,upi_intent,network_status_code}",validx,P1,graph_only,,,,identity:validx-basic-auth:api-monolith,,,,confirmed,external-config-deploy,"ValidX/internal/api_controller/validation/server/server.go:42;ValidX/rpc/x/validx/validation/v1/validation.pb.go:27-42,163-183"
route:validx/POST /v1/internal/validations/manual-action,route,ops override to force completion,validx,P2,graph_only,,,,identity:validx-basic-auth:admin,,,,confirmed,external-config-deploy,ValidX/internal/api_controller/validation/server/server.go:536
route:validx/POST /v1/internal/validations/webhook/fts,route,inbound FTS transfer status for a penny-drop,validx,P1,graph_only,,,,identity:validx-basic-auth:api-monolith,,,,confirmed,external-config-deploy,ValidX/internal/api_controller/validation/server/server.go:208
route:validx/POST /v2/internal/validations,route,CreateValidationV2 -- declared in the proto but the server handler is NOT implemented in the pinned clone,validx,P2,graph_only,,,,identity:validx-basic-auth:api-monolith,,,,confirmed,external-config-deploy,ValidX/rpc/x/validx/validation/v1/validation_api_grpc.pb.go:169
route:vendor-payments/POST /twirp/vendorpayments.Vendorpayments/PayoutStatusChange,route,"inbound payout-status push from the api monolith: {merchant_id,payout_id,payout_status,source_id,source_type}",vendor-payments,P1,graph_only,,,,identity:api-basic-auth:vendor-payments,,,,confirmed,external-config-deploy,"api/app/Services/VendorPayments/Service.php:32,130,482;vendor-payments/internal/apiservice/VpServer.go:1180-1240"
route:virtual-account/GET /v1/internal/virtual_accounts/by_account,route,GetByAccountNumber,virtual-account,P1,real_source_mapped_not_running,,repo:virtual-account,437f39807e1575c3b00b0ef57cdde804a54be5ce,,,,,confirmed,money-and-statements,virtual-account/rpc/x/virtual_account/v1/*.pb.gw.go;virtual-account/internal/api_controller/
route:virtual-account/GET /v1/internal/virtual_accounts/by_vpa,route,GetByVPAAddress,virtual-account,P2,real_source_mapped_not_running,,repo:virtual-account,437f39807e1575c3b00b0ef57cdde804a54be5ce,,,,,confirmed,money-and-statements,virtual-account/rpc/x/virtual_account/v1/*.pb.gw.go;virtual-account/internal/api_controller/
route:virtual-account/GET /v1/internal/virtual_accounts/{id},route,Get,virtual-account,P2,real_source_mapped_not_running,,repo:virtual-account,437f39807e1575c3b00b0ef57cdde804a54be5ce,,,,,confirmed,money-and-statements,virtual-account/rpc/x/virtual_account/v1/*.pb.gw.go;virtual-account/internal/api_controller/
route:virtual-account/POST /twirp/rzp.x.virtualaccount.v1.VirtualAccountService/Create,route,create a virtual account,virtual-account,P2,graph_only,,,,identity:passport:merchant,,,,confirmed,external-config-deploy,virtual-account/rpc/x/virtual_account/v1/virtualaccount_api.twirp.go:822
route:virtual-account/POST /twirp/rzp.x.virtualaccount.v1.VirtualAccountService/GetByAccountNumber,route,resolve a VA by account number,virtual-account,P2,graph_only,,,,identity:passport:merchant,,,,confirmed,external-config-deploy,virtual-account/rpc/x/virtual_account/v1/virtualaccount_api.twirp.go:822
route:virtual-account/POST /v1/internal/admin/force_delete,route,VirtualAccountAdminService.ForceDelete (ADMIN mutation),virtual-account,P2,real_source_mapped_not_running,,repo:virtual-account,437f39807e1575c3b00b0ef57cdde804a54be5ce,,,,,confirmed,money-and-statements,virtual-account/rpc/x/virtual_account/v1/*.pb.gw.go;virtual-account/internal/api_controller/
route:virtual-account/POST /v1/internal/admin/manual_patch,route,VirtualAccountAdminService.ManualPatch (ADMIN mutation),virtual-account,P2,real_source_mapped_not_running,,repo:virtual-account,437f39807e1575c3b00b0ef57cdde804a54be5ce,,,,,confirmed,money-and-statements,virtual-account/rpc/x/virtual_account/v1/*.pb.gw.go;virtual-account/internal/api_controller/
route:virtual-account/POST /v1/internal/virtual_accounts,route,VirtualAccountService.Create (PG VA),virtual-account,P2,real_source_mapped_not_running,,repo:virtual-account,437f39807e1575c3b00b0ef57cdde804a54be5ce,,,,,confirmed,money-and-statements,virtual-account/rpc/x/virtual_account/v1/*.pb.gw.go;virtual-account/internal/api_controller/
route:virtual-account/POST /v1/internal/virtual_accounts/banking,route,VirtualAccountService.CreateForBanking — banking VA under a parent CA; resolveBalanceID via x-balances ListAccounts (required),virtual-account,P1,real_source_mapped_not_running,,repo:virtual-account,437f39807e1575c3b00b0ef57cdde804a54be5ce,,,,,confirmed,money-and-statements,virtual-account/rpc/x/virtual_account/v1/*.pb.gw.go;virtual-account/internal/api_controller/
route:virtual-account/POST /v1/internal/virtual_accounts/{id}/close,route,Close,virtual-account,P2,real_source_mapped_not_running,,repo:virtual-account,437f39807e1575c3b00b0ef57cdde804a54be5ce,,,,,confirmed,money-and-statements,virtual-account/rpc/x/virtual_account/v1/*.pb.gw.go;virtual-account/internal/api_controller/
route:virtual-account/POST /v1/internal/virtual_accounts/{id}/paid,route,MarkAsPaid,virtual-account,P2,real_source_mapped_not_running,,repo:virtual-account,437f39807e1575c3b00b0ef57cdde804a54be5ce,,,,,confirmed,money-and-statements,virtual-account/rpc/x/virtual_account/v1/*.pb.gw.go;virtual-account/internal/api_controller/
