from,to,type,via,identity,fidelity,confidence,source_refs
route:batch/GET /direct/batch,svc:batch,implements,ApiController,,,confirmed,batch/src/main/java/com/razorpay/batch/api/ApiController.java:69-79
route:batch/GET /health_check,svc:batch,implements,HealthCheckController,,,confirmed,batch/src/main/java/com/razorpay/batch/api/HealthCheckController.java:24-41
route:batch/POST /batch,svc:batch,implements,BatchController.create,,,confirmed,batch/src/main/java/com/razorpay/batch/api/BatchController.java:48-59
route:batch/POST /batch/{batchId}/{action},svc:batch,implements,BatchController lifecycle action,,,confirmed,batch/src/main/java/com/razorpay/batch/api/BatchController.java:191-215
route:batch/POST /direct/validate,svc:batch,implements,ApiController.validate,,,confirmed,batch/src/main/java/com/razorpay/batch/api/ApiController.java:93-108
route:batch/PUT /batch,svc:batch,implements,BatchController.process,,,confirmed,batch/src/main/java/com/razorpay/batch/api/BatchController.java:61-72
route:cfa/GET /v1/fund_accounts,flag:cfa-config/enable_cfa_db_tidb,gated_by,,,real_source_running,confirmed,
route:cfa/POST /v1/contacts,state:contact-type/customer,implements,,,real_source_running,confirmed,
route:cfa/POST /v1/contacts,state:contact-type/employee,implements,,,real_source_running,confirmed,
route:cfa/POST /v1/contacts,state:contact-type/rzp_capital_collections,implements,,,real_source_running,confirmed,
route:cfa/POST /v1/contacts,state:contact-type/rzp_charge_collections,implements,,,real_source_running,confirmed,
route:cfa/POST /v1/contacts,state:contact-type/rzp_fees,implements,,,real_source_running,confirmed,
route:cfa/POST /v1/contacts,state:contact-type/rzp_tax_pay,implements,,,real_source_running,confirmed,
route:cfa/POST /v1/contacts,state:contact-type/rzp_xpayroll,implements,,,real_source_running,confirmed,
route:cfa/POST /v1/contacts,state:contact-type/self,implements,,,real_source_running,confirmed,
route:cfa/POST /v1/contacts,state:contact-type/vendor,implements,,,real_source_running,confirmed,
route:cfa/POST /v1/fund_accounts,flag:dcs/skip_ifsc_lookup,gated_by,,,high_fidelity_replacement,confirmed,
route:cfa/POST /v1/fund_accounts,flag:splitz/cfa_service_control_experiment,gated_by,,,graph_only,confirmed,
route:cfa/POST /v1/fund_accounts,state:fund-account-type/bank_account,implements,,,real_source_running,confirmed,
route:cfa/POST /v1/fund_accounts,state:fund-account-type/card,implements,,,real_source_running,confirmed,
route:cfa/POST /v1/fund_accounts,state:fund-account-type/mobile,implements,,,graph_only,confirmed,
route:cfa/POST /v1/fund_accounts,state:fund-account-type/vpa,implements,,,real_source_running,confirmed,
route:cfa/POST /v1/fund_accounts,state:fund-account-type/wallet_account,implements,,,real_source_running,confirmed,
route:edge-kong/GET /v1/contacts,svc:api-monolith,calls,Kong upstream,,,confirmed,terraform-kong/prod/api/api.tf:139-178
route:edge-kong/GET /v1/contacts,svc:edge-kong,implements,terraform-kong route definition,,,confirmed,terraform-kong/prod/api/api.tf:139-178
route:edge-kong/GET /v1/fund_accounts,svc:api-monolith,calls,Kong upstream,,,confirmed,terraform-kong/prod/api/api.tf:671-685
route:edge-kong/GET /v1/fund_accounts,svc:edge-kong,implements,terraform-kong route definition,,,confirmed,terraform-kong/prod/api/api.tf:671-685
route:edge-kong/GET /v1/payouts (cutover devstack),svc:edge-kong,implements,terraform-kong route definition,,,confirmed,terraform-kong/base/payouts-proxy-cutover/config.tf:1
route:edge-kong/GET /v1/payouts (cutover devstack),svc:payouts-api,calls,Kong upstream,,,confirmed,terraform-kong/base/payouts-proxy-cutover/config.tf:1
route:edge-kong/GET /v1/payouts/schedule/timeslots,svc:edge-kong,implements,terraform-kong route definition,,,confirmed,terraform-kong/templates/payouts-proxy-cutover/payouts-dashboard-routes.tf:1
route:edge-kong/GET /v1/payouts/schedule/timeslots,svc:payouts-api,calls,Kong upstream,,,confirmed,terraform-kong/templates/payouts-proxy-cutover/payouts-dashboard-routes.tf:1
route:edge-kong/GET /v1/payouts/{id},svc:api-monolith,calls,Kong upstream,,,confirmed,terraform-kong/prod/api/api.tf:655-661
route:edge-kong/GET /v1/payouts/{id},svc:edge-kong,implements,terraform-kong route definition,,,confirmed,terraform-kong/prod/api/api.tf:655-661
route:edge-kong/POST /v1/payouts,svc:api-monolith,calls,Kong upstream,,,confirmed,terraform-kong/prod/api/api.tf:663-669
route:edge-kong/POST /v1/payouts,svc:edge-kong,implements,terraform-kong route definition,,,confirmed,terraform-kong/prod/api/api.tf:663-669
route:edge-kong/POST /v1/payouts/{id}/approve,svc:api-monolith,calls,Kong upstream,,,confirmed,terraform-kong/prod/api/api.tf:695-717
route:edge-kong/POST /v1/payouts/{id}/approve,svc:edge-kong,implements,terraform-kong route definition,,,confirmed,terraform-kong/prod/api/api.tf:695-717
route:edge-kong/POST /v1/payouts_with_otp,svc:api-monolith,calls,Kong upstream,,,confirmed,terraform-kong/prod/api/api.tf:719-725
route:edge-kong/POST /v1/payouts_with_otp,svc:edge-kong,implements,terraform-kong route definition,,,confirmed,terraform-kong/prod/api/api.tf:719-725
route:edge-kong/POST /v1/payouts_with_otp (dashboard),svc:api-monolith,calls,Kong upstream,,,confirmed,terraform-kong/prod/api-dashboard/templates/merchant-dashboard.tf:2254-2257
route:edge-kong/POST /v1/payouts_with_otp (dashboard),svc:edge-kong,implements,terraform-kong route definition,,,confirmed,terraform-kong/prod/api-dashboard/templates/merchant-dashboard.tf:2254-2257
route:fts/PATCH /v1/attempts/:action,queue:fts_live_process_attempt_update,produces,PerformAttemptAction -> enqueue process_attempt_update,,real_source_mapped_not_running,confirmed,fts/internal/transfer/service.go:891-895
route:fts/POST /v1/transfer,flag:payouts-config/fts_request_from_ps,gated_by,"caller side: PS calls FTS directly only when enabled, else monolith create_fta",,real_source_running,confirmed,payouts/internal/app/payouts/core.go:5933
route:fts/POST /v1/transfer,queue:fts_live_initiate_transfer,produces,enqueueTransferForProcessing -> process_transfer task (task_worker_map process_transfer=initiate_transfer; bank-scoped names route to <bank>::initiate_transfer),,real_source_running,confirmed,fts/internal/transfer/service.go:258;fts/config/env.default.toml:307-308
route:fts/POST /v1/transfer,state:fts_transfer/created,transitions,CreateNewTransfer event_created,,real_source_running,confirmed,fts/internal/transfer/service.go:322
route:fts/POST /v1/transfer,table:fts/transfer_meta,writes,extraTransferMetaFromCtx (X-Origin header -> origin_service; default 'API'),,real_source_running,confirmed,fts/internal/transfer/service.go:1889-1910;fts/internal/constants/request_mode.go:16
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/da_ext_credit,implements,ledger_config rule match (transactor_event=da_ext_credit),,real_source_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/da_ext_credit.legacy,implements,ledger_config rule match (transactor_event=da_ext_credit AND data_movement_strategy=da_legacy_data_migration),,graph_only,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/da_ext_debit,implements,ledger_config rule match (transactor_event=da_ext_debit),,real_source_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/da_ext_debit.legacy,implements,ledger_config rule match (transactor_event=da_ext_debit AND data_movement_strategy=da_legacy_data_migration),,graph_only,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/da_ext_fee_payout_processed,implements,ledger_config rule match (transactor_event=da_ext_fee_payout_processed),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/da_ext_fee_payout_reversed,implements,ledger_config rule match (transactor_event=da_ext_fee_payout_reversed),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/da_ext_payout_processed,implements,ledger_config rule match (transactor_event=da_ext_payout_processed),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/da_ext_payout_reversed,implements,ledger_config rule match (transactor_event=da_ext_payout_reversed),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/da_fee_payout_processed,implements,ledger_config rule match (transactor_event=da_fee_payout_processed),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/da_fee_payout_reversed,implements,ledger_config rule match (transactor_event=da_fee_payout_reversed),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/da_payout_processed,implements,ledger_config rule match (transactor_event=da_payout_processed),,high_fidelity_replacement,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/da_payout_processed.reward,implements,ledger_config rule match (transactor_event=da_payout_processed AND fee_accounting=reward),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/da_payout_processed_recon,implements,ledger_config rule match (transactor_event=da_payout_processed_recon),,high_fidelity_replacement,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/da_payout_reversed,implements,ledger_config rule match (transactor_event=da_payout_reversed),,high_fidelity_replacement,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/da_payout_reversed.reward,implements,ledger_config rule match (transactor_event=da_payout_reversed AND fee_accounting=reward),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/da_payout_reversed_recon,implements,ledger_config rule match (transactor_event=da_payout_reversed_recon),,high_fidelity_replacement,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/fav_failed,implements,ledger_config rule match (transactor_event=fav_failed),,real_source_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/fav_initiated,implements,ledger_config rule match (transactor_event=fav_initiated),,real_source_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/fav_processed,implements,ledger_config rule match (transactor_event=fav_processed),,real_source_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/fav_reversed,implements,ledger_config rule match (transactor_event=fav_reversed),,real_source_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/fund_loading_expired,implements,ledger_config rule match (transactor_event=fund_loading_expired AND fee_accounting=reward),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/fund_loading_processed,implements,ledger_config rule match (transactor_event=fund_loading_processed),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/fund_loading_processed.reward,implements,ledger_config rule match (transactor_event=fund_loading_processed AND fee_accounting=reward),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/inter_account_credit_processed,implements,ledger_config rule match (transactor_event=inter_account_credit_processed),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/inter_account_payout_failed,implements,ledger_config rule match (transactor_event=inter_account_payout_failed),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/inter_account_payout_initiated,implements,ledger_config rule match (transactor_event=inter_account_payout_initiated),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/inter_account_payout_processed,implements,ledger_config rule match (transactor_event=inter_account_payout_processed),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/inter_account_payout_reversed,implements,ledger_config rule match (transactor_event=inter_account_payout_reversed),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/my_payout_initiated,implements,ledger_config rule match (transactor_event=payout_initiated (Malaysia tenant variant)),,graph_only,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/negative_adjustment_processed,implements,ledger_config rule match (transactor_event=negative_adjustment_processed),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/payout_failed,implements,ledger_config rule match (transactor_event=payout_failed),,real_source_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/payout_failed.reward,implements,ledger_config rule match (transactor_event=payout_failed AND fee_accounting=reward),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/payout_initiated,implements,ledger_config rule match (transactor_event=payout_initiated),,real_source_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/payout_initiated.legacy,implements,ledger_config rule match (transactor_event=payout_initiated AND data_movement_strategy=legacy),,graph_only,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/payout_initiated.reward,implements,ledger_config rule match (transactor_event=payout_initiated AND fee_accounting=reward),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/payout_processed,implements,ledger_config rule match (transactor_event=payout_processed),,real_source_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/payout_processed.reward,implements,ledger_config rule match (transactor_event=payout_processed AND fee_accounting=reward),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/payout_reversed,implements,ledger_config rule match (transactor_event=payout_reversed),,real_source_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/payout_reversed.legacy,implements,ledger_config rule match (transactor_event=payout_reversed AND data_movement_strategy=legacy),,graph_only,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/payout_reversed.reward,implements,ledger_config rule match (transactor_event=payout_reversed AND fee_accounting=reward),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/penny_expense_settlement,implements,ledger_config rule match (transactor_event=penny_expense_settlement),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/positive_adjustment_processed,implements,ledger_config rule match (transactor_event=positive_adjustment_processed),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/va_to_va_credit_processed,implements,ledger_config rule match (transactor_event=va_to_va_credit_processed),,real_source_mapped_not_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/va_to_va_payout_failed,implements,ledger_config rule match (transactor_event=va_to_va_payout_failed),,real_source_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,event:ledger/va_to_va_payout_initiated,implements,ledger_config rule match (transactor_event=va_to_va_payout_initiated),,real_source_running,confirmed,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,flag:splitz/merchantBalanceAsyncUpdateExperiment,gated_by,,,real_source_mapped_not_running,inferred,
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,queue:prod-ledger-balance-update-live,produces,EnqueueBalanceUpdateRequest for async accounts,,real_source_running,confirmed,"ledger/internal/journal/core.go:1231,1444"
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,queue:prod-ledger-entry-details-create-live,produces,pushBalanceAndLedgerEntryDetailsToSQS,,real_source_running,confirmed,ledger/internal/journal/core.go:1444
route:ledger/POST /twirp/rzp.ledger.journal.v1.JournalAPI/Create,topic:journal-created,produces,,,real_source_mapped_not_running,confirmed,
route:payouts/PATCH /v1/workflow/state/{id},svc:payouts-api,implements,WorkflowService.UpdateWorkflowStateMap,,,confirmed,payouts/internal/routing/router/workflow_routes.go:25-30
route:payouts/POST /v1/banking_account_statement/process/batch,event:ledger/da_ext_debit,produces,NotifyLedgerOnLinking (external),,real_source_running,confirmed,
route:payouts/POST /v1/banking_account_statement/process/batch,route:api-monolith/POST /v1/banking_account_statement/payout_update,calls,SendUpdatesToPayoutSource 6-field body,,high_fidelity_replacement,confirmed,payouts/pkg/api/bas_recon_payout_update.go:14-74
route:payouts/POST /v1/banking_account_statement/process/batch,table:payouts/banking_account_statement,writes,,,real_source_running,confirmed,
route:payouts/POST /v1/cron/process_batch_submitted_payouts,queue:batch_submitted_merchants,produces,"worker.Perform(NewBatchSubmittedMerchantsJob, 0) per distinct merchant",,,confirmed,payouts/internal/app/payouts/bulk_payout_helper.go:62-63
route:payouts/POST /v1/cron/process_batch_submitted_payouts,svc:payouts-api,implements,PayoutService.InitiateBatchSubmittedPayouts,,,confirmed,"payouts/internal/routing/router/cron_routes.go:12-16,40-49"
route:payouts/POST /v1/payouts/banking_account_statement/payout_update,event:ledger/da_payout_processed,produces,SendLedgerEventPostBasLinking — COMMENTED OUT (2026-02 deprecation),,graph_only,confirmed,"payouts/internal/app/payouts/core.go:7209-7217,7284,7356"
route:payouts/POST /v1/payouts/banking_account_statement/payout_update,flag:splitz/xas_source_event_utr_and_grn_match_experiment,gated_by,,,high_fidelity_replacement,confirmed,
route:payouts/POST /v1/payouts/batch/process,svc:payouts-api,implements,PayoutService.InitiateBatchSubmittedPayouts,,,confirmed,payouts/internal/routing/router/payout_internal_routes.go:111-116
route:payouts/POST /v1/payouts/bulk,svc:payouts-api,implements,BulkPayoutsProcessorService.CreateBulkPayouts,,,confirmed,payouts/internal/routing/router/payout_internal_routes_with_passport.go:13-35
route:payouts/POST /v1/payouts/bulk/validate,svc:payouts-api,implements,PayoutService.PayoutsBulkValidate,,,confirmed,payouts/internal/routing/router/payout_bulk_routes.go:13-29
route:payouts/POST /v1/payouts/manual_action,svc:payouts-api,implements,AdminClient.ManualAction,,,confirmed,payouts/internal/routing/router/payout_internal_routes.go:20-25
route:payouts/POST /v1/payouts/payouts_internal/{payout_id}/approve,svc:payouts-api,implements,PayoutService.ApprovePayout,,,confirmed,"payouts/internal/routing/router/payout_internal_routes.go:14-18,69-74"
route:payouts/POST /v1/payouts/payouts_internal/{payout_id}/reject,svc:payouts-api,implements,PayoutService.RejectPayout,,,confirmed,payouts/internal/routing/router/payout_internal_routes.go:75-80
route:payouts/POST /v1/workflow/state,svc:payouts-api,implements,WorkflowService.CreateWorkflowStateMap,,,confirmed,payouts/internal/routing/router/workflow_routes.go:12-24
route:recon/POST /workflow_file,topic:prod-recon-workflow,produces,RQ process_workflow_file -> rows with approved=yes -> push_workflow_payload_to_kafka (the workflow_payload column is pushed VERBATIM),,graph_only,confirmed,"recon/app/redis_queue_worker/jobs.py:71;recon/app/web/services/workflow_file_processing.py:49,82-105,549-551"
route:workflows/ActionAPI.Create,svc:workflows,implements,server.go:26,,,confirmed,workflows/internal/entities/action/server.go:26
route:workflows/ActionAPI.CreateDirectOnWorkflow,svc:workflows,implements,server.go:198,,,confirmed,workflows/internal/entities/action/server.go:198
route:workflows/ActionAPI.CreateWithEntityId,svc:workflows,implements,server.go:70,,,confirmed,workflows/internal/entities/action/server.go:70
route:workflows/ActionAPI.List,svc:workflows,implements,server.go:140,,,confirmed,workflows/internal/entities/action/server.go:140
route:workflows/CommentAPI.Create,svc:workflows,implements,server.go:22,,,confirmed,workflows/internal/entities/comment/server.go:22
route:workflows/ConfigAPI.Create,svc:workflows,implements,server.go:187,,,confirmed,workflows/internal/entities/config/server.go:187
route:workflows/ConfigAPI.CreateV2,svc:workflows,implements,server.go:32,,,confirmed,workflows/internal/entities/config/server.go:32
route:workflows/ConfigAPI.DeleteV2,svc:workflows,implements,server.go:151,,,confirmed,workflows/internal/entities/config/server.go:151
route:workflows/ConfigAPI.Get,svc:workflows,implements,server.go:223,,,confirmed,workflows/internal/entities/config/server.go:223
route:workflows/ConfigAPI.List,svc:workflows,implements,server.go:251,,,confirmed,workflows/internal/entities/config/server.go:251
route:workflows/ConfigAPI.UpdateV2,svc:workflows,implements,server.go:90,,,confirmed,workflows/internal/entities/config/server.go:90
route:workflows/HealthCheckAPI.Check,svc:workflows,implements,server.go:25,,,confirmed,workflows/pkg/health/server.go:25
route:workflows/WorkflowAPI.AddAssignee,svc:workflows,implements,server.go:297,,,confirmed,workflows/internal/entities/workflow/server.go:297
route:workflows/WorkflowAPI.AdminAction,svc:workflows,implements,server.go:355,,,confirmed,workflows/internal/entities/workflow/server.go:355
route:workflows/WorkflowAPI.Create,svc:workflows,implements,server.go:30,,,confirmed,workflows/internal/entities/workflow/server.go:30
route:workflows/WorkflowAPI.Get,svc:workflows,implements,server.go:101,,,confirmed,workflows/internal/entities/workflow/server.go:101
route:workflows/WorkflowAPI.List,svc:workflows,implements,server.go:238,,,confirmed,workflows/internal/entities/workflow/server.go:238
route:workflows/WorkflowAPI.ListByIds,svc:workflows,implements,server.go:129,,,confirmed,workflows/internal/entities/workflow/server.go:129
route:workflows/WorkflowAPI.ListPending,svc:workflows,implements,server.go:160,,,confirmed,workflows/internal/entities/workflow/server.go:160
route:workflows/WorkflowAPI.RemoveAssignee,svc:workflows,implements,server.go:332,,,confirmed,workflows/internal/entities/workflow/server.go:332
route:workflows/WorkflowAPI.Terminate,svc:workflows,implements,server.go:276,,,confirmed,workflows/internal/entities/workflow/server.go:276
route:x-balances/POST /v1/cron/balance/{channel}/fetch,queue:x-balances-axis-balance-update-live,produces,,,real_source_mapped_not_running,confirmed,
route:x-balances/POST /v1/cron/balance/{channel}/fetch,queue:x-balances-icici-balance-update-live,produces,,,real_source_mapped_not_running,confirmed,
route:x-balances/POST /v1/cron/balance/{channel}/fetch,queue:x-balances-idfc-balance-update-live,produces,,,real_source_mapped_not_running,confirmed,
route:x-balances/POST /v1/cron/balance/{channel}/fetch,queue:x-balances-rbl-balance-update-live,produces,,,real_source_mapped_not_running,confirmed,
route:x-balances/POST /v1/cron/balance/{channel}/fetch,queue:x-balances-slice-balance-update-live,produces,,,real_source_mapped_not_running,confirmed,
route:x-balances/POST /v1/cron/balance/{channel}/fetch,queue:x-balances-yesbank-balance-update-live,produces,,,real_source_mapped_not_running,confirmed,
route:xas/POST /v1/banking_account_statement/fetch/initiate,queue:prod-x-account-statements-fetch-sqs,produces,,,real_source_mapped_not_running,confirmed,
route:xas/POST /v1/source_event/fetch,route:api-monolith/GET /v1/payouts_internal/{id}/source_event_info,calls,,,high_fidelity_replacement,confirmed,
route:xas/POST /v1/statement/dual_write,route:api-monolith/POST /v1/banking_account_statement/payout_update,calls,,,high_fidelity_replacement,confirmed,
route:xperience/GET /v1/bulk-payouts/_meta/summary,svc:xperience,implements,xperience RPC bulk_payouts_meta_summary,,,confirmed,xperience/internal/routes/routes.go:17-34
route:xperience/GET /v1/bulk-payouts/fetch/all,svc:xperience,implements,xperience RPC bulk_payouts_fetch_all,,,confirmed,xperience/internal/routes/routes.go:17-34
route:xperience/GET /v1/bulk-payouts/fetch/me,svc:xperience,implements,xperience RPC bulk_payouts_fetch_my,,,confirmed,xperience/internal/routes/routes.go:17-34
route:xperience/GET /v1/bulk-payouts/fetch/my-approvals,svc:xperience,implements,xperience RPC bulk_payouts_fetch_my_approvals,,,confirmed,xperience/internal/routes/routes.go:17-34
route:xperience/GET /v1/bulk-payouts/pending,svc:xperience,implements,xperience RPC bulk_payouts_fetch_pending,,,confirmed,xperience/internal/routes/routes.go:17-34
route:xperience/GET /v1/bulk-payouts/workflow/summary,svc:xperience,implements,xperience RPC bulk_payouts_workflow_summary,,,confirmed,xperience/internal/routes/routes.go:17-34
route:xperience/GET /v1/bulk-payouts/{id},svc:xperience,implements,xperience RPC bulk_payout_get,,,confirmed,xperience/internal/routes/routes.go:17-34
route:xperience/GET /v1/bulk-payouts/{id}/rows,svc:xperience,implements,xperience RPC bulk_payout_get_rows,,,confirmed,xperience/internal/routes/routes.go:17-34
route:xperience/POST /v1/bulk-payouts,svc:xperience,implements,xperience RPC bulk_payout_create,,,confirmed,xperience/internal/routes/routes.go:17-34
route:xperience/POST /v1/bulk-payouts/approve,svc:xperience,implements,xperience RPC bulk_payouts_bulk_approve,,,confirmed,xperience/internal/routes/routes.go:17-34
route:xperience/POST /v1/bulk-payouts/reject,svc:xperience,implements,xperience RPC bulk_payouts_bulk_reject,,,confirmed,xperience/internal/routes/routes.go:17-34
route:xperience/POST /v1/bulk-payouts/reject/owner,svc:xperience,implements,xperience RPC bulk_payouts_owner_reject,,,confirmed,xperience/internal/routes/routes.go:17-34
route:xperience/POST /v1/bulk-payouts/validate,svc:xperience,implements,xperience RPC bulk_payout_create (validate phase),,,confirmed,xperience/internal/routes/routes.go:17-34
route:xperience/POST /v1/bulk-payouts/{id}/process,svc:xperience,implements,xperience RPC bulk_payout_process,,,confirmed,xperience/internal/routes/routes.go:17-34
state:fts_attempt/created,state:fts_attempt/failed,transitions,event_failed,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:37-79
state:fts_attempt/created,state:fts_attempt/failed_internal,transitions,event_failed_internal,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:37-79
state:fts_attempt/created,state:fts_attempt/initiated,transitions,event_initiated,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:37-79
state:fts_attempt/failed,state:fts_attempt/retry,transitions,event_retry,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:37-79
state:fts_attempt/initiated,state:fts_attempt/failed,transitions,event_failed,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:37-79
state:fts_attempt/initiated,state:fts_attempt/processed,transitions,event_processed,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:37-79
state:fts_attempt/new,state:fts_attempt/created,transitions,event_created,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:37-79
state:fts_attempt/processed,state:fts_attempt/reversed,transitions,event_reversed,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:37-79
state:fts_attempt/retry,state:fts_attempt/initiated,transitions,event_initiated,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:37-79
state:fts_transfer/created,state:fts_transfer/failed,transitions,event_failed,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:81-118
state:fts_transfer/created,state:fts_transfer/initiated,transitions,event_initiated,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:81-118
state:fts_transfer/failed,state:fts_transfer/retry,transitions,event_retry,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:81-118
state:fts_transfer/initiated,state:fts_transfer/failed,transitions,event_failed,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:81-118
state:fts_transfer/initiated,state:fts_transfer/processed,transitions,event_processed,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:81-118
state:fts_transfer/initiated,state:fts_transfer/retry,transitions,event_retry,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:81-118
state:fts_transfer/initiated,state:fts_transfer/user_pending,transitions,event_user_pending,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:81-118
state:fts_transfer/new,state:fts_transfer/created,transitions,event_created,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:81-118
state:fts_transfer/processed,state:fts_transfer/reversed,transitions,event_reversed,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:81-118
state:fts_transfer/retry,state:fts_transfer/failed,transitions,event_failed,,real_source_running,confirmed,fts/internal/transfer/state_machine.go:81-118
